Systematic ID	Length (nt)	Gene name	Strand	Start	End	Gene synonym	LT2 orthologue	14028 orthologue	ST4-74 orthologue	UK-1 orthologue	D23580 orthologue	EMBL product	Genbank product	Genbank note	PubMed ID
SL3572	900	yhjC	+	3802026	3802925		STM3607	STM14_4341	STM474_3775	STMUK_3592	STMMW_35961	hypothetical lysR-family transcriptional regulator		similar to E. coli transcriptional regulator LysR-type (AAC76546.1); LysR family	
SL3573	1029	yhjD	+	3802998	3804026		STM3608	STM14_4342	STM474_3777	STMUK_3593	STMMW_35971	hypothetical membrane protein			
SL3574	1323	yhjE	+	3804377	3805699		STM3609	STM14_4344	STM474_3778	STMUK_3594	STMMW_35981	hypothetical metabolite transport protein	transporter	similar to E. coli transport protein (AAC76548.1); MFS family	
SL3575	2061	yhjG	-	3805739	3807799		STM3610	STM14_4345	STM474_3779	STMUK_3595	STMMW_35991	hypothetical membrane protein			
SL3576	768	yhjH	-	3807909	3808676		STM3611	STM14_4346	STM474_3780	STMUK_3596	STMMW_36001	conserved hypothetical protein	EAL domain-containing protein	in E. coli this protein is involved in flagellar function	
SL3577	930	kdgK	+	3808905	3809834		STM3612	STM14_4348	STM474_3781	STMUK_3597	STMMW_36011	2-dehydro-3-deoxygluconokinase			
SL3578	1488	yhjJ	-	3809888	3811375		STM3613	STM14_4349	STM474_3782	STMUK_3598	STMMW_36021	hypothetical zinc-protease precursor		protein YhjJ precursor (SW:YHJJ_SALTY)	
SL3579	1287	dctA	-	3811595	3812881		STM3614	STM14_4351	STM474_3783	STMUK_3599	STMMW_36031	C4-dicarboxylate transport protein	C4-dicarboxylate transporter DctA	involved in the transport of C4-dicarboxylates across the membrane	
SL3580	1920	yhjK	-	3813039	3814958		STM3615	STM14_4353	STM474_3784	STMUK_3600	STMMW_36041	conserved hypothetical protein		HmsP in Yersinia pestis plays a role in invasion of epithelial cells; the EAL-domain portion of HmsP from Y. pestis shows phosphodiesterase activity which is required for the inhibition of biofilm formation; inner membrane protein; similar to a phosphodiesterase protein from E. coli	
SL3581	3543	yhjL	-	3815219	3818761		STM3616	STM14_4355	STM474_3785	STMUK_3601	STMMW_36051	hypothetical polysaccharide biosynthesis protein subunit C	cellulose synthase subunit BcsC	"cellulose is produced by the multicellular morphotypes of E. coli and Salmonella typhimurium; the cellulose biosynthesis genes bcsA, bcsB, bcsZ and bcsC are constitutively transcribed, however, cellulose synthesis is dependent on the expression of adrA"	
SL3582	1110	bcsC	-	3818743	3819852	yhjM	STM3617	STM14_4356	STM474_3786	STMUK_3602	STMMW_36061	probable endoglucanase precursor		"catalyzes the hydrolysis of 1,4-beta-D-glucosidic linkages in cellulose, lichenin and cereal beta-D-glucans"	
SL3583	2301	yhjN	-	3819856	3822156		STM3618	STM14_4357	STM474_3787	STMUK_3603	STMMW_36071	hypothetical polysaccharide biosynthesis protein subunit B	cellulose synthase regulator protein	"binds the cellulose synthase activator, bis-(3'-5') cyclic diguanylic acid (c-di-GMP)"	
SL3584	2625	bcsA	-	3822167	3824791	yhjO	STM3619	STM14_4358	STM474_3788	STMUK_3604	STMMW_36081	hypothetical polysaccharide biosynthesis protein catalytic subunit	cellulose synthase catalytic subunit	"polymerizes uridine 5'-diphosphate glucose to cellulose; acts with BcsB, BcsZ and BcsC in cellulose biosynthesis"	
SL3585	753	yhjQ	-	3824788	3825540		STM3620	STM14_4359	STM474_3789	STMUK_3605	STMMW_36091	conserved hypothetical protein	cell division protein		
SL3586	204	yhjR	-	3825541	3825744		STM3621	STM14_4360	STM474_3790	STMUK_3606	STMMW_36101	conserved hypothetical protein			
SL3587	1572	yhjS	+	3825989	3827560		STM3622	STM14_4362	STM474_3791	STMUK_3607	STMMW_36111	conserved hypothetical protein		similar to E. coli protease (AAC76561.1)	
SL3588	192	yhjT	+	3827557	3827748		STM3623	STM14_4363	STM474_3792	STMUK_3608	STMMW_36121	hypothetical membrane protein			
SL3589	1680	yhjU	+	3827745	3829424		STM3624	STM14_4364	STM474_3793	STMUK_3609		hypothetical membrane protein			
SL3590	251		+	3829888	3830138		STM3624A	-	-	-		Methionine gamma-lyase (fragment)			
SL3591	1299	yhjV	+	3830256	3831554		STM3625	STM14_4369	STM474_3797	STMUK_3612	STMMW_36161	hypothetical amino acid permease	transporter	similar to E. coli transporter protein (AAC76564.1); HAAAP family	
SL3592	1014	dppF	-	3831655	3832668		STM3626	STM14_4370	STM474_3798	STMUK_3613	STMMW_36171	dipeptide transport ATP-binding protein DppF	dipeptide transporter ATP-binding subunit	Part of the ABC transporter complex DppABCDF involved in the transport of dipeptides	
SL3593	984	dppD	-	3832665	3833648		STM3627	STM14_4371	STM474_3799	STMUK_3614	STMMW_36181	dipeptide transport ATP-binding protein DppD	dipeptide transporter ATP-binding subunit	DppD and DppF are the ATP-binding components of the ABC dipeptide transport system DppABCDF	
SL3594	903	dppC	-	3833659	3834561		STM3628	STM14_4372	STM474_3800	STMUK_3615	STMMW_36191	dipeptide transport system permease protein DppC	dipeptide transporter	similar to E. coli dipeptide transport system permease protein 2 (AAC76567.1); ABC superfamily membrane protein	
SL3595	1020	dppB	-	3834571	3835590		STM3629	STM14_4373	STM474_3801	STMUK_3616	STMMW_36201	dipeptide transport system permease protein DppB	dipeptide transporter permease DppB	transports peptides consisting of two or three amino acids	
SL3596	1557	dppA	-	3835747	3837303		STM3630	STM14_4375	STM474_3802	STMUK_3617	STMMW_36211	periplasmic dipeptide transport protein precursor		similar to E. coli dipeptide transport protein (AAC76569.1); ABC superfamily periplasmic protein	
SL3597	1326		-	3837910	3839235		STM3631	STM14_4376	STM474_3803	STMUK_3618	STMMW_36221	hypothetical xanthine permease		similar to E. coli permease (AAC75926.1)	
SL3598	1125		-	3839293	3840417		STM3632	STM14_4377	STM474_3804	STMUK_3619	STMMW_36231	conserved hypothetical protein		contains PQQ enzyme repeat	
SL3599	1008		+	3840567	3841574		STM3633	STM14_4380	STM474_3805	STMUK_3620	STMMW_36241	hypothetical lacI-family transcriptional regulator		similar to E. coli regulator for rbs operon (AAC76776.1); LacI family	
SL3600	1692	yhjW	-	3841901	3843592		STM3635	STM14_4382	STM474_3807	STMUK_3622	STMMW_36251	hypothetical membrane protein	phosphoethanolamine transferase	catalyzes the addition of a phosphoethanolamine group to the outer Kdo residue of lipopolysaccharide	
SL3601	528	lpfE	-	3843810	3844337		STM3636	STM14_4383	STM474_3808	STMUK_3623	STMMW_36261	fimbrial protein (LpfE)		PFE protein precursor (SW:LPFE_SALTY)	
SL3602	1070	lpfD	-	3844343	3845412		STM3637	-	-	-		hypothetical fimbrial protein (LpfD)	long polar fimbrial protein	LpfD protein precursor (SW:LPFD_SALTY)	
SL3604	2529	lpfC	-	3845430	3847958		STM3638	STM14_4385	STM474_3810	STMUK_3625	STMMW_36281	outer membrane usher protein (LpfC)		outer membrane usher protein LpfC precursor (SW:LPFC_SALTY)	
SL3605	699	lpfB	-	3847981	3848679		STM3639	STM14_4386	STM474_3811	STMUK_3626	STMMW_36291	fimbrial chaperone protein (LpfB)	long polar fimbrial chaperone precursor	chaperone protein LpfB precursor (SW:LPFB_SALTY)	
SL3606	537	lpfA	-	3848764	3849300		STM3640	STM14_4387	STM474_3812	STMUK_3627	STMMW_36301	long polar fimbria protein A (LpfA)	long polar fimbrial protein A precursor	long polar fimbrial protein A precursor (SW:LPFA_SALTY)	
SL3607	705	yhjY	-	3849806	3850510		STM3641	STM14_4389	STM474_3813	STMUK_3628	STMMW_36311	hypothetical lipoprotein		similar to E. coli lipase (AAC76572.1)	
SL3608	582	tag	+	3850667	3851248		STM3642	STM14_4390	STM474_3814	STMUK_3629	STMMW_36321	"3-methyladenine DNA glycosylase I, constitutive"		"constitutive, catalyzes the hydrolysis of alkylated DNA, releasing 3-methyladenine"	
SL3609	441	yiaC	+	3851226	3851666		STM3643	STM14_4391	STM474_3815	STMUK_3630	STMMW_36331	hypothetical acetyltransferase	hypothetical protein		
SL3610	2334	bisC	-	3851635	3853968		STM3644	STM14_4392	STM474_3816	STMUK_3631	STMMW_36341	biotin sulfoxide reductase			
SL3611	630	yiaD	+	3854154	3854783		STM3645	STM14_4394	STM474_3817	STMUK_3632	STMMW_36351	hypothetical outer membrane protein		similar to E. coli outer membrane protein (AAC76576.1)	
SL3612	975	yiaE	+	3855002	3855976		STM3646	STM14_4396	STM474_3818	STMUK_3633	STMMW_36361	hypothetical 2-hydroxyacid dehydrogenase		Involved in the metabolism of aromatic amino acids	
SL3613	711	yiaF	-	3856026	3856736		STM3647	STM14_4397	STM474_3819	STMUK_3634	STMMW_36371	conserved hypothetical protein			
SL3614	291	yiaG	+	3857175	3857465		STM3648	STM14_4398	STM474_3820	STMUK_3635	STMMW_36381	hypothetical HTH-type transcriptional regulator			
SL3615	201	cspA	+	3857766	3857966		STM3649	STM14_4399	STM474_3821	STMUK_3636	STMMW_36391	cold shock protein		cold shock protein CspA (SW:CSPA_SALTY); 7.4 kDa; transcriptional activator of hns	
SL3616	417		+	3858263	3858679		STM3650	-	-	-		conserved hypothetical protein			
SL3617	486		-	3859051	3859536		STM3651	STM14_4401	STM474_3823	STMUK_3638	STMMW_36411	hypothetical acetyltransferase			
SL3618	288		-	3859524	3859811		STM3652	STM14_4402	STM474_3824	STMUK_3639	STMMW_36421	conserved hypothetical protein			
SL3619	468	yafP	-	3859989	3860456		STM3653	STM14_4404	STM474_3825	STMUK_3640	STMMW_36431	hypothetical acetyltransferase			
SL3620	2070	glyS	-	3861085	3863154		STM3655	STM14_4406	STM474_3827	STMUK_3641	STMMW_36441	"glycine-tRNA synthetase, beta subunit"	glycyl-tRNA synthetase subunit beta	glycine--tRNA ligase beta chain; glyS; class II aminoacyl tRNA synthetase; tetramer of alpha(2)beta(2); catalyzes a two-step reaction; first charging a glycine molecule by linking the carboxyl group to the alpha-phosphate of ATP; second by transfer of the aminoacyl-adenylate to its tRNA	
SL3621	912	glyQ	-	3863164	3864075		STM3656	STM14_4407	STM474_3828	STMUK_3642	STMMW_36451	"glycine-tRNA synthetase, alpha subunit"	glycyl-tRNA synthetase subunit alpha	glycine--tRNA ligase alpha chain; GlyRS; class II aminoacyl tRNA synthetase; tetramer of alpha(2)beta(2); catalyzes a two-step reaction; first charging a glycine molecule by linking its carboxyl group to the alpha-phosphate of ATP; second by transfer of the aminoacyl-adenylate to its tRNA	
SL3622	303		-	3864214	3864516		STM3657	STM14_4409	STM474_3829	STMUK_3643	STMMW_36461	hypothetical lipoprotein			
SL3623	996	yiaH	+	3864682	3865677		STM3658	STM14_4411	STM474_3830	STMUK_3644	STMMW_36471	hypothetical membrane protein			
SL3624	354	yiaB	-	3865700	3866053		STM3659	STM14_4412	STM474_3831	STMUK_3645		hypothetical membrane protein			
SL3625	1455	xylB	-	3866228	3867682		STM3660	STM14_4413	STM474_3832	STMUK_3646	STMMW_36481	xylulose kinase			
SL3626	1323	xylA	-	3867782	3869104		STM3661	STM14_4414	STM474_3833	STMUK_3647	STMMW_36491	D-xylose isomerase		catalyzes the interconversion of D-xylose to D-xylulose	
SL3627	1179	xylR	+	3869467	3870645		STM3662	STM14_4417	STM474_3834	STMUK_3648	STMMW_36501	xylose operon regulatory protein		similar to E. coli regulator of xyl operon (AAC76593.1); AraC/XylS family	
SL3628	825	bax	-	3870706	3871530		STM3663	STM14_4418	STM474_3835	STMUK_3649	STMMW_36511	hypothetical exported amidase	hypothetical protein	similar to E. coli ATP-binding protein (AAC76594.1)	
SL3629	2028	malS	+	3871846	3873873		STM3664	STM14_4420	STM474_3836	STMUK_3650	STMMW_36521	alpha-amylase	periplasmic alpha-amylase	"periplasmic enzyme that degrades maltodextrins that enter via the outer membrane porin LamB; hydrolyzes alpha-(1,4) glycosidic linkages; contains internal disulfide bonds"	
SL3630	1251	avtA	+	3874047	3875297		STM3665	STM14_4421	STM474_3837	STMUK_3651	STMMW_36531	valine--pyruvate aminotransferase	valine--pyruvate transaminase	"transaminase C; catalyzes transamination of alanine, valine, and 2-aminobutyrate with their respective 2-keto acids; also catalyzes terminal step in valine biosynthesis"	
SL3631	474	ysaA	-	3875334	3875807		STM3666	STM14_4422	STM474_3838	STMUK_3652	STMMW_36541	hypothetical electron-transport protein			
SL3632	801	yiaJ	-	3875924	3876724		STM3667	STM14_4423	STM474_3839	STMUK_3653	STMMW_36551	hypothetical transcriptional regulator		similar to E. coli regulator (AAC76598.1); IclR family	
SL3633	999	yiaK	+	3876954	3877952		STM3668	STM14_4425	STM474_3840	STMUK_3654	STMMW_36561	hypothetical carboxylic acid dehydrogenase	"2,3-diketo-L-gulonate reductase"	"NAD(P)H-dependent; catalyzes the reduction of 2,3-diketo-L-gulonate to 3-keto-L-gulonate"	
SL3634	465	yiaL	+	3877964	3878428		STM3669	STM14_4426	STM474_3841	STMUK_3655	STMMW_36571	conserved hypothetical protein		similar to E. coli lipase (AAC76600.1)	
SL3635	933		+	3878452	3879384		STM3670	STM14_4427	STM474_3842	STMUK_3656	STMMW_36581	hypothetical protein		similar to CheA	
SL3636	474	yiaM	+	3879523	3879996		STM3671	STM14_4428	STM474_3843	STMUK_3657	STMMW_36591	hypothetical membrane protein	"2,3-diketo-L-gulonate TRAP transporter small permease YiaM"	"membrane-spanning protein involved in uptake of 2,3-diketo-L-gulonate; part of the tri-partite ATP-independent periplasmic transport system (TRAP) YiaMNO"	
SL3637	1278	yiaN	+	3879999	3881276		STM3672	STM14_4429	STM474_3844	STMUK_3658	STMMW_36601	hypothetical membrane protein	hypothetical protein	similar to E. coli membrane protein (AAC76602.1); DedA family	
SL3638	987	yiaO	+	3881288	3882274		STM3673	STM14_4430	STM474_3845	STMUK_3659	STMMW_36611	hypothetical periplasmic protein	periplasmic dicarboxylate-binding protein	similar to E. coli solute-binding transport protein (AAC76603.1)	
SL3639	1497	lyxK	+	3882278	3883774		STM3674	STM14_4431	STM474_3846	STMUK_3660	STMMW_36621	L-xylulose kinase		similar to E. coli L-xylulose kinase (AAC76604.1); cryptic	
SL3640	663	sgbH	+	3883771	3884433		STM3675	STM14_4432	STM474_3847	STMUK_3661	STMMW_36631	hypothetical hexulose-6-phosphate synthase	3-keto-L-gulonate-6-phosphate decarboxylase	catalyzes the formation of L-xylulose-5-phosphate from 3-keto-L-gulonate-6-phosphate	
SL3641	861	sgbU	+	3884426	3885286		STM3676	STM14_4433	STM474_3848	STMUK_3662	STMMW_36641	hypothetical sugar-phosphate isomerase	L-xylulose 5-phosphate 3-epimerase	"L-xylulose 5-phosphate 3-epimerase activity not yet demonstrated; may be involved in the utilization of 2,3-diketo-L-gulonate"	
SL3642	672	sgbE	+	3885304	3885975		STM3677	STM14_4434	STM474_3849	-	STMMW_36651	hypothetical sugar isomerase		catalyzes the isomerization of L-ribulose 5-phosphate to D-xylulose 5-phosphate in the anaerobic catabolism of L-ascorbate; links the arabinose metabolic pathway to the pentose phosphate pathway and allows the bacteria to use arabinose as an energy source	
SL3643	816		-	3886136	3886951		STM3678	STM14_4435	STM474_3850	STMUK_3664	STMMW_36661	hypothetical transcriptional regulator	regulatory protein	similar to E. coli AraC-type regulatory protein (AAC76936.1); AraC family; helix-turn-helix	
SL3644	1956		+	3887215	3889170		STM3679	STM14_4436	STM474_3851	STMUK_3665	STMMW_36671	conserved hypothetical protein			
SL3645	1539	aldB	-	3889288	3890826		STM3680	STM14_4438	STM474_3852	STMUK_3666	STMMW_36681	aldehyde dehydrogenase B		similar to E. coli aldehyde dehydrogenase B; lactaldehyde dehydrogenase (AAC76612.1)	
SL3646	882		+	3890995	3891876		STM3681	STM14_4439	STM474_3853	STMUK_3667	STMMW_36691	hypothetical sugar kinase			
SL3647	1851	selB	-	3892161	3894011		STM3682	STM14_4440	STM474_3854	STMUK_3668	STMMW_36701	selenocysteine-specific elongation factor			
SL3648	1392	selA	-	3894008	3895399		STM3683	STM14_4441	STM474_3855	STMUK_3669	STMMW_36711	L-seryl-tRNA(Ser) selenium transferase		catalyzes the formation of selenocysteinyl-tRNA(Sec) from seryl-tRNA(Sec) and L-selenophosphate in selenoprotein biosynthesis	
SL3649	609	yibF	-	3895498	3896106		STM3684	STM14_4442	STM474_3856	STMUK_3670	STMMW_36721	hypothetical glutathione transferase		similar to E. coli S-transferase (AAC76616.1)	
SL3650	1917	mtlA	+	3896582	3898498		STM3685	STM14_4443	STM474_3857	STMUK_3671	STMMW_36731	mannitol-specific enzyme II of phosphotransferase system		similar to E. coli PTS system; mannitol-specific enzyme IIABC components (AAC76623.1); PTS family	
SL3651	1149	mtlD	+	3898719	3899867		STM3686	STM14_4444	STM474_3858	STMUK_3672	STMMW_36741	mannitol-1-phosphate dehydrogenase	mannitol-1-phosphate 5-dehydrogenase		
SL3652	591	mtlR	+	3899864	3900454		STM3687	STM14_4445	STM474_3859	STMUK_3673	STMMW_36751	mannitol operon repressor (mannitol repressor protein)		Acts as a repressor of the mtlAD operon	
SL3653	210		-	3900464	3900673		STM3688	STM14_4446	STM474_3860	STMUK_3674	STMMW_36761	hypothetical protein			
SL3654	363	yibL	+	3900964	3901326		STM3689	STM14_4447	STM474_3861	STMUK_3675	STMMW_36771	conserved hypothetical protein			
SL3655	684		+	3901816	3902499		STM3690	STM14_4449	STM474_3862	STMUK_3676	STMMW_36781	hypothetical lipoprotein			
SL3656	4386	sadA	+	3902543	3906928		STM3691	STM14_4450	STM474_3863	STMUK_3677	STMMW_36791	autotransporter		similar to E. coli membrane protein (AAC74454.1)	
SL3657	1656	lctP	+	3907227	3908882	lldP	STM3692	STM14_4451	STM474_3864	STMUK_3678	STMMW_36801	L-lactate permease			
SL3658	777	lctR	+	3908879	3909655	lldR	STM3693	STM14_4452	STM474_3865	STMUK_3679	STMMW_36811	hypothetical L-lactate dehydrogenase operon regulator	DNA-binding transcriptional repressor LldR	represses the lctPRD operon	
SL3659	1191	lctD	+	3909652	3910842	lldD	STM3694	STM14_4453	STM474_3866	STMUK_3680	STMMW_36821	hypothetical L-lactate dehydrogenase		flavin mononucleotide-dependent dehydrogenase; functions in aerobic respiration and also has a role in anaerobic nitrate respiration	
SL3660	474	yibK	+	3910906	3911379		STM3695	STM14_4454	STM474_3867	STMUK_3681	STMMW_36831	hypothetical RNA-methyltransferase	tRNA/rRNA methyltransferase YibK	member of the SPOUT superfamily of RNA methyltransferases; no methyltransferase activity observed with certain tRNA substrates	
SL3661	1005		-	3911447	3912451		STM3696	STM14_4455	STM474_3869	STMUK_3682	STMMW_36841	hypothetical lacI family transcriptional regulator regulator			
SL3662	1197		+	3912770	3913966		STM3697	STM14_4457	STM474_3870	STMUK_3683	STMMW_36851	hypothetical racemase		similar to E. coli starvation-sensing protein (AAC74653.1); muconate lactonizing enzyme family	
SL3663	1179		+	3914040	3915218		STM3698	STM14_4458	-	STMUK_3684	STMMW_36861	probable glucarate transporter		similar to E. coli transport protein (AAC75831.1)	
SL3664	135		+	3915215	3915349		-	-	-	-		hypothetical probable glucarate transporter			
SL3665	822	cysE	-	3915432	3916253		STM3699	STM14_4459	STM474_3872	STMUK_3685	STMMW_36871	serine acetyltransferase		catalyzes the O-acetylation of serine	
SL3666	1020	gpsA	-	3916331	3917350		STM3700	STM14_4460	STM474_3873	STMUK_3686	STMMW_36881	glycerol-3-phosphate dehydrogenase	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	catalyzes the NAD(P)H-dependent reduction of glycerol 3-phosphate to glycerone phosphate	
SL3667	468	secB	-	3917350	3917817		STM3701	STM14_4461	STM474_3874	STMUK_3687	STMMW_36891	protein-export protein SecB	preprotein translocase subunit SecB	molecular chaperone that is required for the normal export of envelope proteins out of the cell cytoplasm; in E. coli this proteins forms a homotetramer in the cytoplasm and delivers proteins to be exported to SecA	
SL3668	252	grxC	-	3917861	3918112		STM3702	STM14_4462	STM474_3875	STMUK_3688	STMMW_36901	glutaredoxin 3			
SL3669	432	yibN	-	3918199	3918630		STM3703	STM14_4463	STM474_3876	STMUK_3689	STMMW_36911	hypothetical secreted protein	rhodanese-like sulfurtransferase		
SL3670	1545	pmgI	+	3918878	3920422		STM3704	STM14_4464	STM474_3877	STMUK_3690	STMMW_36921	"2,3-bisphosphoglycerate-independent phosphoglycerate mutase"		catalyzes the interconversion of 2-phosphoglycerate and 3-phosphoglycerate	
SL3671	1284	yibP	+	3920432	3921715		STM3705	STM14_4465	STM474_3878	STMUK_3691	STMMW_36931	conserved hypothetical protein		similar to E. coli membrane protein (AAC76637.1)	
SL3672	963	yigQ	+	3921719	3922681		STM3706	STM14_4466	STM474_3879	STMUK_3692	STMMW_36941	hypothetical exported protein	hypothetical protein		
SL3673	1035	yibD	-	3922668	3923702		STM3707	STM14_4467	STM474_3880	STMUK_3693	STMMW_36951	hypothetical glycosyltransferase	glycosyl transferase family protein	similar to E. coli regulator (AAC76639.1)	
SL3673A	120		-	3923988	3924107		-	-	-	-	STMMW_36961	hypothetical inner membrane protein (fragment)			
SL3674	1026	tdh	-	3924196	3925221		STM3708	STM14_4469	STM474_3881	STMUK_3694	STMMW_36971	threonine 3-dehydrogenase	L-threonine 3-dehydrogenase	"converts threonine and NAD to 1,2-amino-3-oxobutanoate and NADH; functions in threonine catabolism"	
SL3675	1197	kbl	-	3925231	3926427		STM3709	STM14_4470	STM474_3882	STMUK_3695	STMMW_36981	2-amino-3-ketobutyrate coenzyme A ligase		catalyzes the formation of 2-amino-3-oxobutanoate from acetyl-CoA and glycine	
SL3676	933	rfaD	+	3926630	3927562		STM3710	STM14_4471	STM474_3883	STMUK_3696	STMMW_36991	ADP-L-Glycero-D-mannoheptose-6-epimerase	ADP-L-glycero-D-manno-heptose-6-epimerase	catalyzes the interconversion between ADP-D-glycero-beta-D-manno-heptose and ADP-L-glycero-beta-D-manno-heptose	
SL3677	1047	rfaF	+	3927565	3928611		STM3711	STM14_4472	STM474_3884	STMUK_3697	STMMW_37001	ADP-heptose-LPS heptosyltransferase II	ADP-heptose--LPS heptosyltransferase	catalyzes the transfer of the second heptose to the heptosyl-KDO2 moiety of the lipopolysaccharide inner core	
SL3678	954	rfaC	+	3928611	3929564		STM3712	STM14_4473	STM474_3885	STMUK_3698	STMMW_37011	lipopolysaccharide heptosyltransferase-1	ADP-heptose--LPS heptosyltransferase 1	lipopolysaccharide heptosyltransferase-1 (SW:RFAC_SALTY)	
SL3679	1215	rfaL	+	3929604	3930818		STM3713	STM14_4474	STM474_3886	STMUK_3699	STMMW_37021	O-antigen ligase		O-antigen ligase (SW:RFAL_SALTY)	
SL3680	864	rfaK	-	3930875	3931738	waaK	STM3714	-	-	-		"lipopolysaccharide 1,2-N-acetylglucosaminetransferase"		"lipopolysaccharide 1,2-N-acetylglucosaminetransferase (SW:RFAK_SALTY); lipopolysaccharide core biosynthetic protein"	
SL3681	810	rfaZ	-	3932121	3932930		STM3715	STM14_4476	STM474_3888	STMUK_3701	STMMW_37041	lipopolysaccharide core biosynthesis protein RfaZ		lipopolysaccharide core biosynthetic protein RfaZ (SW:RFAZ_SALTY)	
SL3682	555	rfaY	-	3933080	3933634		STM3716	-	-	-		lipopolysaccharide core biosynthesis protein		lipopolysaccharide core biosynthesis protein RfaY (SW:RFAY_SALTY); modification of heptose region of the core	
SL3683	1011	rfaJ	-	3933801	3934811		STM3717	STM14_4478	STM474_3890	STMUK_3703	STMMW_37061	"lipopolysaccharide 1,2-glucosyltransferase"		"UDP-D-glucose/galactosyl; lipopolysaccharide 1,2-glucosyltransferase (SW:RFAJ_SALTY)"	
SL3684	1014	rfaI	-	3934829	3935842		STM3718	STM14_4479	STM474_3891	STMUK_3704	STMMW_37071	"lipopolysaccharide 1,3-galactosyltransferase"	"lipopolysaccharide-alpha-1, 3-D-galactosyltransferase"	"UDP-D-galactose/glucosyl; lipopolysaccharide 1,3-galactosyltransferase (SW:RFAI_SALTY)"	
SL3685	1080	rfaB	-	3935848	3936927		STM3719	STM14_4480	STM474_3892	STMUK_3705	STMMW_37081	"lipopolysaccharide 1,6-galactosyltransferase"		"UDP-D-galactose/(glucosyl; lipopolysaccharide 1,6-galactosyltransferase (SW:RFAB_SALTY)"	
SL3686	234	yibR	-	3936997	3937230		STM3720	STM14_4481	STM474_3893	STMUK_3706	STMMW_37091	conserved hypothetical protein		hypothetical 9.0 kDa protein in rfaB-rfaP intergenic region (SW:YIBR_SALTY)	
SL3687	798	rfaP	-	3937262	3938059		STM3721	STM14_4482	STM474_3894	STMUK_3707	STMMW_37101	lipopolysaccharide core biosynthesis protein	lipopolysaccharide core biosynthetic protein	lipopolysaccharide core biosynthetic protein RfaP (SW:RFAP_SALTY); phosphorylation of core heptose	
SL3688	1125	rfaG	-	3938052	3939176		STM3722	STM14_4483	STM474_3895	STMUK_3708	STMMW_37111	lipopolysaccharide core biosynthesis protein			
SL3689	1035	rfaQ	-	3939173	3940207		STM3723	STM14_4484	STM474_3896	STMUK_3709	STMMW_37121	lipopolysaccharide core biosynthesis protein		similar to E. coli lipopolysaccharide core biosynthetic protein (AAC76656.1); modification of heptose region of core	
SL3690	1212	kdtA	+	3940718	3941929		STM3724	STM14_4486	STM474_3897	STMUK_3710	STMMW_37131	3-deoxy-D-manno-octulosonic-acid transferase		catalyzes the transfer of 2-keto-3-deoxy-D-manno-octulosonic acid to lipid A	
SL3691	480	coaD	+	3941938	3942417	kdtB	STM3725	STM14_4487	STM474_3898	STMUK_3711	STMMW_37141	phosphopantetheine adenylyltransferase		Catalyzes the conversion of ATP and pantetheine 4'-phosphate to diphosphate and 3'-dephospho-coA	
SL3692	810	mutM	-	3942445	3943254		STM3726	STM14_4488	STM474_3899	STMUK_3712	STMMW_37151	formamidopyrimidine-DNA glycosylase		Involved in base excision repair of DNA damaged by oxidation or by mutagenic agents. Acts as DNA glycosylase that recognizes and removes damaged bases	
SL3693	168	rpmG	-	3943352	3943519		STM3727	STM14_4489	STM474_3900	STMUK_3713	STMMW_37161	50S ribosomal subunit protein L33	50S ribosomal protein L33	"in E. coli BM108, a mutation that results in lack of L33 synthesis had no effect on ribosome synthesis or function; there are paralogous genes in several bacterial genomes, and a CXXC motif for zinc binding and an upstream regulation region of the paralog lacking this motif that are regulated by zinc similar to other ribosomal proteins like L31; the proteins in this group lack the CXXC motif"	
SL3694	237	rpmB	-	3943540	3943776		STM3728	STM14_4490	STM474_3901	STMUK_3714	STMMW_37171	50S ribosomal subunit protein L28	50S ribosomal protein L28	required for 70S ribosome assembly	
SL3695	666	radC	-	3943994	3944659		STM3729	-	STM474_3902	STMUK_3715	STMMW_37181	hypothetical DNA repair protein	DNA repair protein RadC	Involved in DNA double-strand break repair and recombination. Promotes the annealing of complementary single-stranded DNA and by simulation of RAD51 recombinase	
SL3696	1224	dfp	+	3944832	3946055		STM3730	STM14_4492	STM474_3903	STMUK_3716	STMMW_37191	conserved hypothetical protein	bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate synthase	"catalyzes the conjugation of cysteine to 4'-phosphopantothenate to form 4-phosphopantothenoylcysteine, which is then decarboxylated to form 4'-phosphopantotheine"	
SL3697	456	dut	+	3946036	3946491		STM3731	STM14_4493	STM474_3904	STMUK_3717	STMMW_37201	deoxyuridine 5'-triphosphate nucleotidohydrolase		catalyzes the formation of dUMP from dUTP	
SL3698	597	slmA	+	3946599	3947195	ttk	STM3732	STM14_4494	STM474_3905	STMUK_3718	STMMW_37211	hypothetical TetR-family transcriptional regulator	nucleoid occlusion protein	FtsZ binding protein; synthetically lethal with a defect in the Min system; this protein is the first identified nucleoid occlusion factor which works along with the Min system to properly position the FtsZ ring assembly	
SL3699	642	pyrE	-	3947273	3947914		STM3733	STM14_4495	STM474_3906	STMUK_3719	STMMW_37221	orotate phosphoribosyltransferase		involved in fifth step of pyrimidine biosynthesis; converts orotidine 5'-phosphate and diphosphate to orotate and 5-phospho-alpha-D-ribose 1-diphosphate	
